Reporting Customer,Parent Customer/Project: Company Name,Customer,Transaction Type,Document Number,P.O. No.,Date,Due Date,Age,Bucket,Amount (Gross),Open Balance,Gross vs Amt Due,Email,Email 2,Sales Channel: Name,Memo,Terms: Name,Sales Rep: Name,Transaction Reason,Channel Clean,Snapshot Date
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106550 Yummy.com - Silver Lake #4,Invoice [AR INVOICE],INV846651,Email - Connie,2026-06-24,2026-08-08,-26,Current,118.1,118.1,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106550 Yummy.com - Silver Lake #4,Invoice [AR INVOICE],INV847024,connie@yummy.com,2026-06-30,2026-08-14,-32,Current,105.35,105.35,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106550 Yummy.com - Silver Lake #4,Invoice [AR INVOICE],INV847527,connie@yummy.com,2026-07-07,2026-08-21,-39,Current,77.13,77.13,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Invoice [AR INVOICE],INV830018,Email - Brian,2025-12-31,2026-02-14,149,91+,33.2,33.2,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Invoice [AR INVOICE],INV832472,Email - Brian,2026-01-27,2026-03-13,122,91+,97.82,97.82,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Invoice [AR INVOICE],INV841445,connie@yummy.com - Email 04/13,2026-04-28,2026-06-12,31,31-60,63.88,63.88,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Credit,CM67894,Email - Connie,2026-05-21,2026-05-21,53,31-60,-27.15,-27.15,0.0,brian@yummy.com,,Grocery Direct,promo pricing is in place for May - customer did not receive the 10oz bottles - INV842598,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Invoice [AR INVOICE],INV845620,connie@yummy.com,2026-06-15,2026-07-30,-17,Current,33.2,33.2,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Invoice [AR INVOICE],INV846073,connie@yummy.com,2026-06-18,2026-08-02,-20,Current,57.54,57.54,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Invoice [AR INVOICE],INV847025,connie@yummy.com,2026-06-30,2026-08-14,-32,Current,146.73,146.73,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Invoice [AR INVOICE],INV847067,connie@yummy.com,2026-06-30,2026-08-14,-32,Current,28.22,28.22,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Yummy.com,Yummy.com,CW106350 Yummy.com:CW106600 Yummy.com - San Vicente #5,Invoice [AR INVOICE],INV847523,connie@yummy.com,2026-07-07,2026-08-21,-39,Current,77.13,77.13,0.0,brian@yummy.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
Chaos Enterprises,,CW135031 Chaos Enterprises,Chargeback,CM67628,CK 2692 | PYMT99820,2026-04-01,2026-04-01,103,91+,-130.17,-130.17,0.0,accounting@perryscafe.com,cindy@perryscafe.com,Foodservice Direct,Duplicate Payment | INV829157,Net 45,Carlos Acuna,Duplicate PMT,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Credit,CM66799,Aurora - Email,2025-12-23,2025-12-23,202,91+,-130.7,-130.7,0.0,accounting@perryscafe.com,,Foodservice Direct,Customer paid INV829108 in full - CK 2692***Customer ordered pre-ground but meant to order WB - INV829108,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV834036,Email - Aurora,2026-02-12,2026-03-29,106,91+,363.63,363.63,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV834772,Email - Aurora,2026-02-19,2026-04-05,99,91+,463.78,463.78,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV835376,Email - Aurora,2026-02-26,2026-04-12,92,91+,729.63,729.63,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV836102,Email - Aurora,2026-03-05,2026-04-19,85,61-90,846.12,846.12,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV836767,Email - Aurora,2026-03-12,2026-04-26,78,61-90,223.11,223.11,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV837336,Email - Aurora,2026-03-19,2026-05-03,71,61-90,337.25,337.25,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV838139,Aurora - Email,2026-03-27,2026-05-11,63,61-90,404.4,404.4,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV838236,Email - Aurora,2026-03-29,2026-05-13,61,61-90,383.0,383.0,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV839532,Email - Aurora,2026-04-09,2026-05-24,50,31-60,332.1,332.1,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV840090,Email - Aurora,2026-04-16,2026-05-31,43,31-60,291.82,291.82,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV840811,Email - Aurora,2026-04-23,2026-06-07,36,31-60,359.82,359.82,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV841646,Carlos - Airpots,2026-04-30,2026-06-14,29,15-30,60.28,60.28,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV841656,Email - Aurora,2026-04-30,2026-06-14,29,15-30,375.31,375.31,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV843649,Email - Aurora,2026-05-21,2026-07-05,8,1-14,320.21,320.21,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV843654,Email - Aurora,2026-05-21,2026-07-05,8,1-14,119.36,119.36,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV843736,Carlos,2026-05-22,2026-07-06,7,1-14,536.03,536.03,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV843746,Airpots - Carlos,2026-05-22,2026-07-06,7,1-14,115.53,115.53,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV843795,Espresso - Correction,2026-05-22,2026-07-06,7,1-14,245.28,245.28,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV844281,Email - Aurora,2026-05-28,2026-07-12,1,1-14,1060.33,1060.33,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV845000,Aurora - Email,2026-06-05,2026-07-20,-7,Current,237.74,237.74,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV845473,Email - Aurora,2026-06-11,2026-07-26,-13,Current,707.26,707.26,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV846045,Email - Aurora,2026-06-18,2026-08-02,-20,Current,119.36,119.36,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV846088,Email - Aurora,2026-06-18,2026-08-02,-20,Current,400.98,400.98,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV846774,Email - Aurora,2026-06-25,2026-08-09,-27,Current,122.87,122.87,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV847224,Email - Aurora,2026-07-01,2026-08-15,-33,Current,605.15,605.15,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135032 Chaos Enterprises - Perry's Cafe #1 (Main Location, All Year)",Invoice [AR INVOICE],INV847738,Email - Aurora,2026-07-09,2026-08-23,-41,Current,452.37,452.37,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV834050,Email - Aurora,2026-02-12,2026-03-29,106,91+,27.4,27.4,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV835336,Email - Aurora,2026-02-26,2026-04-12,92,91+,13.15,13.15,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV836079,Email - Aurora,2026-03-05,2026-04-19,85,61-90,1038.54,1038.54,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV837646,Service - 10/31/25,2026-03-24,2026-05-08,66,61-90,122.15,122.15,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV838142,Email - Aurora,2026-03-27,2026-05-11,63,61-90,250.48,250.48,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV838258,Email - Aurora,2026-03-30,2026-05-14,60,31-60,31.18,31.18,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV838363,Email,2026-03-30,2026-05-14,60,31-60,119.36,119.36,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV838967,Email - Aurora,2026-04-02,2026-05-17,57,31-60,237.18,237.18,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV839207,Email - Aurora,2026-04-07,2026-05-22,52,31-60,73.1,73.1,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV839534,Email - Aurora,2026-04-09,2026-05-24,50,31-60,369.6,369.6,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV839777,Email - Aurora,2026-04-14,2026-05-29,45,31-60,13.7,13.7,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV840128,Email - Aurora,2026-04-16,2026-05-31,43,31-60,95.92,95.92,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV840793,Email - Aurora,2026-04-23,2026-06-07,36,31-60,54.0,54.0,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV841669,Email - Aurora,2026-04-30,2026-06-14,29,15-30,345.19,345.19,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV842267,Email - Aurora,2026-05-07,2026-06-21,22,15-30,200.28,200.28,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV842424,Email - Aurora,2026-05-11,2026-06-25,18,15-30,190.39,190.39,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV843678,Email - Aurora,2026-05-21,2026-07-05,8,1-14,442.01,215.9,226.10999999999999,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV843798,Blackstrap - Correction,2026-05-22,2026-07-06,7,1-14,245.28,245.28,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV844263,Email - Aurora,2026-05-28,2026-07-12,1,1-14,414.5,414.5,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV845006,Aurora - Email,2026-06-05,2026-07-20,-7,Current,356.67,356.67,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV845468,Email - Aurora,2026-06-11,2026-07-26,-13,Current,459.87,459.87,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV846091,Email - Aurora,2026-06-18,2026-08-02,-20,Current,141.9,141.9,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV846798,Email - Aurora,2026-06-25,2026-08-09,-27,Current,402.98,402.98,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV847144,Email - Aurora,2026-07-01,2026-08-15,-33,Current,152.97,152.97,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135033 Chaos Enterprises - Perry's Cafe #2 (South of Pier, All Year)",Invoice [AR INVOICE],INV847762,Email - Aurora,2026-07-09,2026-08-23,-41,Current,789.73,789.73,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Credit,CM66798,Aurora - Email,2025-12-23,2025-12-23,202,91+,-65.35,-65.35,0.0,accounting@perryscafe.com,,Foodservice Direct,Customer paid INV829094 in full - CK 2692***Customer ordered pre-ground but meant to order WB - INV829094,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV834771,Email - Aurora,2026-02-19,2026-04-05,99,91+,530.37,530.37,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV835357,Email - Aurora,2026-02-26,2026-04-12,92,91+,356.14,356.14,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV836059,Email - Aurora,2026-03-05,2026-04-19,85,61-90,757.72,757.72,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV836709,Email - Aurora,2026-03-12,2026-04-26,78,61-90,270.79,270.79,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV838140,Email - Aurora,2026-03-27,2026-05-11,63,61-90,82.22,82.22,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV838257,Email - Aurora,2026-03-30,2026-05-14,60,31-60,6.85,6.85,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV838259,Email - Aurora,2026-03-30,2026-05-14,60,31-60,62.0,62.0,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV838365,Cold Brew,2026-03-30,2026-05-14,60,31-60,59.68,59.68,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV838956,Email - Aurora,2026-04-02,2026-05-17,57,31-60,135.05,135.05,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
Chaos Enterprises,Chaos Enterprises,"CW135031 Chaos Enterprises:CW135034 Chaos Enterprises - Perry's Cafe #3 (North of Pier, All Year)",Invoice [AR INVOICE],INV839462,Email - Aurora,2026-04-09,2026-05-24,50,31-60,73.1,73.1,0.0,accounting@perryscafe.com,,Foodservice Direct,,Net 45,Carlos Acuna,,Foodservice Direct,2026-07-13
